startStation;startDate;endStation;endDate;isMember
Gauthier / Papineau;2022-05-13 19:08:37;Parthenais / du Mont-Royal;2022-05-13 19:16:28;1
Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-08-07 17:35:16;Hutchison / Sherbrooke;2021-08-07 17:43:01;1
Waverly / St-Zotique;2021-08-16 16:41:14;de Lanaudière / Laurier;2021-08-16 16:55:30;1
Jeanne-Mance / Laurier;2022-11-13 14:50:26;Métro Laurier (Berri / Laurier);2022-11-13 14:53:43;0
Prince-Arthur / St-Urbain;2022-08-26 01:34:09;Waverly / Van Horne;2022-08-26 01:53:48;0
Complexe sportif Claude Robillard (Émile-Journault);2022-10-20 19:55:51;Marquette / Laurier;2022-10-20 20:14:00;0
Drummond / de Maisonneuve;2021-06-23 19:57:06;de Maisonneuve / Berri;2021-06-23 20:11:07;1
Querbes / Laurier;2021-10-26 16:47:40;des Érables / du Mont-Royal;2021-10-26 17:04:07;1
des Bassins / du Séminaire;2021-06-29 12:50:35;Palm / St-Rémi;2021-06-29 13:07:01;1
Metcalfe / St-Catherine;2021-07-27 18:18:47;St-Henri / Notre-Dame;2021-07-27 18:27:47;1
de Mentana / Laurier;2021-09-05 01:33:09;Tupper / du Fort;2021-09-05 02:12:02;0
du Rosaire / St-Hubert;2021-06-12 12:51:59;Rachel / de Brébeuf;2021-06-12 13:20:45;1
Duluth / St-Laurent;2022-07-29 16:24:26;Atwater / Greene;2022-07-29 16:46:39;1
Gauthier / Papineau;2022-05-24 19:24:07;Clark / Ontario;2022-05-24 19:37:25;1
Clark / Rachel;2022-07-26 20:58:39;de Mentana / Marie-Anne;2022-07-26 21:04:27;1
Hutchison / Prince-Arthur;2021-06-21 18:11:40;Metcalfe / St-Catherine;2021-06-21 18:18:06;1
William / St-Henri;2022-05-30 15:01:55;William / St-Henri;2022-05-30 15:04:33;1
Parc Pratt (Dunlop / Van Horne);2022-10-03 09:12:12;Dollard / Van Horne;2022-10-03 09:14:25;0
Duluth / de l'Esplanade;2022-09-26 15:34:41;de la Commune / St-Sulpice;2022-09-26 15:45:59;0
Fabre / St-Zotique;2022-05-26 17:50:44;Marmier / St-Denis;2022-05-26 18:00:20;1
Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-10-05 19:35:57;du Mont-Royal / Clark;2021-10-05 19:40:26;1
Métro Pie-IX (Pierre-de-Coubertin / de la Salle);2022-06-07 21:21:26;Marché Maisonneuve;2022-06-07 21:27:30;1
Villeneuve / St-Laurent;2022-10-21 16:22:06;Roy / St-André;2022-10-21 16:32:17;0
de la Commune / St-Sulpice;2021-07-31 16:55:37;St-Dominique / Laurier;2021-07-31 17:23:17;1
Lucien L'Allier / St-Jacques;2022-09-10 13:52:24;Young / Wellington;2022-09-10 13:56:14;0
Métro Parc  (Hutchison / Ogilvy);2021-08-23 19:06:24;Ball / Querbes;2021-08-23 19:11:05;1
Clark / Rachel;2021-05-06 17:42:53;Bishop / Ste-Catherine;2021-05-06 18:12:33;1
Parc Grovehill (St-Antoine / Ivan-Franko);2022-10-12 18:08:54;Parc LaSalle (10e avenue / Victoria);2022-10-12 18:25:15;0
Berri / Rachel;2022-06-11 21:12:01;d'Orléans / Hochelaga;2022-06-11 22:58:42;1
Maguire / St-Laurent;2021-08-19 15:03:32;Métro Laurier (Berri / St-Joseph);2021-08-19 15:08:20;1
Beaudry / Sherbrooke;2022-07-25 11:49:25;Métro St-Laurent (de Maisonneuve / St-Laurent);2022-07-25 11:58:30;1
Fullum / Holt;2021-09-02 18:19:11;Maguire / Saint-Dominique;2021-09-02 18:38:01;0
Dollard / Van Horne;2022-08-23 15:54:29;Glengarry / Graham;2022-08-23 16:11:53;1
Mansfield / Cathcart;2021-08-10 16:28:12;Roy / St-André;2021-08-10 16:41:52;1
Labadie / du Parc;2022-07-27 16:45:33;Bernard / Jeanne-Mance;2022-07-27 16:50:04;1
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-05-11 03:24:08;Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2022-05-11 03:37:59;1
Métro Bonaventure (de la Gauchetière / de la Cathédrale);2021-06-22 19:03:28;Ste-Catherine / St-Marc;2021-06-22 19:49:25;1
Rosemont / Viau;2022-05-13 17:31:20;Rosemont / Viau;2022-05-13 17:34:28;0
Ontario / Sicard;2022-07-13 07:41:42;Larivière / de Lorimier;2022-07-13 07:55:34;1
Richmond / des Bassins;2022-06-07 14:09:51;Lucien L'Allier / St-Jacques;2022-06-07 14:13:41;1
Maguire / St-Laurent;2021-09-18 14:24:00;Gilford / St-Denis;2021-09-18 14:27:12;1
Alexandra / Jean-Talon;2022-04-22 16:41:21;Boyer / Bélanger;2022-04-22 16:50:11;1
Durocher / Beaumont;2021-08-26 08:45:53;Hutchison / Beaubien;2021-08-26 08:49:17;0
de Normanville / Villeray;2022-05-19 15:11:57;de la Roche / Bélanger;2022-05-19 15:17:39;1
Métro Parc  (Hutchison / Ogilvy);2022-08-09 08:52:46;de Gaspé / Jarry;2022-08-09 09:00:14;1
de Gaspé / Beaubien;2022-04-15 13:42:34;Chomedey / de Maisonneuve;2022-04-15 14:24:33;1
Clark / Prince-Arthur;2022-09-04 15:54:19;de la Montagne/ Sherbrooke;2022-09-04 16:06:06;0
Plessis / René-Lévesque;2021-07-18 13:58:43;Montcalm / de Maisonneuve;2021-07-18 14:01:27;1
Vallières / St-Laurent;2022-07-26 19:42:48;Parc des Hirondelles (Fleury / André-Jobin);2022-07-26 20:22:40;1
Clark / St-Viateur;2021-07-29 12:01:52;du Mont-Royal / Clark;2021-07-29 12:33:37;1
Rose-de-Lima / Workman;2022-05-13 10:39:02;des Seigneurs / Notre-Dame;2022-05-13 10:44:49;1
de Lanaudière / Marie-Anne;2022-05-13 07:47:54;BAnQ (Berri / de Maisonneuve);2022-05-13 07:57:50;1
Métro Vendôme (de Marlowe / de Maisonneuve);2022-07-29 17:48:35;Léa-Roback / Sir-Georges-Etienne-Cartier;2022-07-29 18:04:35;1
Melville / de Maisonneuve;2021-10-11 13:37:39;Métro Atwater (Atwater / Ste-Catherine);2021-10-11 13:43:59;1
Crescent / de Maisonneuve;2022-05-16 18:13:33;Crescent / de Maisonneuve;2022-05-16 18:25:57;1
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson);2022-06-28 19:08:10;Jacques-Casault / Christophe-Colomb;2022-06-28 19:43:03;1
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy);2021-10-08 17:42:05;Robert-Bourassa / Ste-Catherine;2021-10-08 18:02:17;1
Léa-Roback / Sir-Georges-Etienne-Cartier;2022-05-07 14:27:35;Rose-de-Lima / Workman;2022-05-07 14:47:56;1
Boucher / St-Denis;2022-09-29 15:39:12;Ste-Catherine / St-Mathieu;2022-09-29 16:01:14;0
Logan / de Champlain;2022-07-17 07:22:42;Métro Champ-de-Mars (Viger / Sanguinet);2022-07-17 07:29:50;1
Chabot / du Mont-Royal;2021-07-12 19:08:17;Dézéry / Ontario;2021-07-12 19:22:15;1
Logan / Fullum;2022-04-22 14:45:53;St-Charles / Thomas-Keefer;2022-04-22 15:12:10;1
Rachel / de Brébeuf;2021-07-19 19:23:27;de l'Hôtel-de-Ville / Roy;2021-07-19 19:31:18;1
Sanguinet / de Maisonneuve;2021-09-15 14:49:51;Sanguinet / Ontario;2021-09-15 14:51:39;1
William / St-Henri;2022-09-13 11:22:01;William / St-Henri;2022-09-13 11:49:57;0
Émile-Duployé / Sherbrooke;2022-10-09 13:42:44;André-Laurendeau / Rachel;2022-10-09 13:51:45;0
Parc Painter (Marcotte / Quenneville);2022-05-04 16:52:00;Place Rodolphe-Rousseau (Gohier / Édouard-Laurin);2022-05-04 17:00:32;1
St-Dominique / du Mont-Royal;2022-06-15 20:23:31;Maguire / St-Laurent;2022-06-15 20:29:02;1
Lajeunesse / de Liège;2021-08-20 19:21:27;du Mont-Royal / Clark;2021-08-20 19:50:20;1
Sanguinet / Sainte-Catherine;2021-09-28 11:24:19;William / Robert-Bourassa;2021-09-28 11:40:54;1
Gilford / de Lanaudière;2021-04-19 17:41:15;de l'Esplanade / Fairmount;2021-04-19 18:02:22;1
St-Jacques / St-Laurent;2021-05-04 17:16:01;du Mont-Royal / Clark;2021-05-04 17:28:00;1
Jardin Botanique (Pie-IX / Sherbrooke);2021-05-16 14:55:32;Marie-Anne / de la Roche;2021-05-16 15:16:22;1
Émile-Duployé / Sherbrooke;2022-10-28 12:15:01;Atateken / du Square Amherst;2022-10-28 12:20:20;0
St-Dominique / Rachel;2022-05-18 13:19:39;de Chambly / Rachel;2022-05-18 13:44:13;0
Parc Henri-Dunant (Léger / Henri-Dunant);2022-08-01 09:01:15;Métro Cartier;2022-08-01 09:10:54;1
Square Victoria (Viger / du Square-Victoria);2022-08-16 15:29:25;Alexandre-DeSève  / Ontario;2022-08-16 15:43:44;1
André-Laurendeau / Rachel;2022-06-01 19:05:23;Desjardins / Ontario;2022-06-01 19:13:44;1
Logan / Fullum;2021-07-07 14:11:07;Métro Papineau (Cartier / Ste-Catherine);2021-07-07 14:14:45;1
de l'Esplanade / du Mont-Royal;2022-05-03 16:08:40;Milton / du Parc;2022-05-03 16:18:51;1
Mackay / Ste-Catherine;2022-06-17 14:10:38;de la Commune / Place Jacques-Cartier;2022-06-17 14:27:55;0
Métro Atwater (Atwater / Ste-Catherine);2021-06-24 09:03:33;Mackay / de Maisonneuve;2021-06-24 09:09:46;1
Larivière / de Lorimier;2021-04-27 11:09:29;de Champlain / Ontario;2021-04-27 11:14:48;1
Victoria / de Maisonneuve;2021-06-22 17:54:40;Drummond / Ste-Catherine;2021-06-22 18:20:54;1
de la Commune / St-Sulpice;2022-10-22 11:53:36;St-Mathieu / Sherbrooke;2022-10-22 12:34:33;0
Métro Champ-de-Mars (Viger / Sanguinet);2021-07-13 19:41:20;Boyer / Rachel;2021-07-13 19:52:57;0
Gilford / de Brébeuf;2021-09-11 08:45:31;du Rosaire / St-Hubert;2021-09-11 09:04:37;1
de Lanaudière / du Mont-Royal;2022-10-12 18:55:01;Resther / du Mont-Royal;2022-10-12 18:58:28;0
Parc Père-Marquette (de Lanaudière / de Bellechasse);2022-08-18 08:18:11;Louis-Hébert / Beaubien;2022-08-18 08:27:06;1
Jeanne-d'Arc / Ontario;2022-06-11 13:00:52;Berri / Cherrier;2022-06-11 13:33:17;0
Métro Beaubien (de Chateaubriand / Beaubien);2022-07-24 03:26:27;Guizot / St-Laurent;2022-07-24 03:38:04;0
St-André / St-Antoine;2022-08-05 23:49:03;Wolfe / de la Gauchetière;2022-08-05 23:51:33;1
Métro Villa-Maria (de Monkland / Décarie);2021-07-06 17:42:08;Ste-Émilie / Sir-Georges-Etienne-Cartier;2021-07-06 17:54:49;1
Marché Atwater;2021-06-24 12:45:27;Quesnel / Vinet;2021-06-24 12:50:28;1
Dollard / Bernard;2021-09-24 15:30:05;McCulloch / de la Côte Ste-Catherine;2021-09-24 15:34:32;1
Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain);2022-05-13 16:26:26;Rosemont / Viau;2022-05-13 16:31:38;1
Duluth / St-Laurent;2022-06-15 21:52:21;Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance);2022-06-15 22:00:17;1
2e avenue / Wellington;2021-06-08 18:16:11;de l'Église / de Verdun;2021-06-08 18:40:52;1
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance);2022-05-28 08:18:29;Marquette / des Carrières;2022-05-28 08:35:38;0
Alexis-Nihon / St-Louis;2021-09-16 18:47:44;Beaudet / Marcel-Laurin;2021-09-16 18:53:54;1
Georges-Vanier / Notre-Dame;2022-10-25 13:09:13;Guy / Sainte-Catherine;2022-10-25 13:15:36;0
Laurier / de Brébeuf;2021-04-27 09:44:01;Métro Sherbrooke (de Rigaud / St-Denis);2021-04-27 09:55:08;1
Wolfe / Ste-Catherine;2022-08-28 18:02:37;St-Jacques / St-Pierre;2022-08-28 18:21:52;0
Roy / St-Denis;2021-07-26 23:31:35;Roy / St-Denis;2021-07-26 23:50:10;1
Boyer / du Mont-Royal;2022-09-21 19:30:15;5e avenue / Masson;2022-09-21 19:51:06;0
Ryde / Charlevoix;2021-10-27 12:26:27;Métro Charlevoix (Centre / Charlevoix);2021-10-27 12:39:16;1
de Maisonneuve / Aylmer (est);2022-04-26 13:57:57;Drummond / de Maisonneuve;2022-04-26 14:01:54;1
Notre-Dame / Jean-d'Estrées;2021-10-07 21:38:57;Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-10-07 22:09:10;0
Victoria / de Maisonneuve;2021-04-28 08:19:28;Clark / Rachel;2021-04-28 08:47:59;0
Parc de Bullion (de Bullion / Prince-Arthur);2022-05-15 00:27:25;Rivard / Rachel;2022-05-15 00:34:13;1
de Maisonneuve / Mansfield (sud);2022-05-09 16:09:23;Duluth / de l'Esplanade;2022-05-09 16:17:55;1
Bennett / Pierre-de-Coubertin;2021-07-15 08:59:23;Hutchison / des Pins;2021-07-15 09:38:31;1
Garnier / St-Grégoire;2021-09-30 08:35:40;Square St-Louis (du Square St-Louis / Laval);2021-09-30 08:48:17;1
du Mont-Royal / Augustin-Frigon;2021-10-08 14:57:34;Boyer / St-Zotique;2021-10-08 15:15:45;0
Young / Wellington;2021-06-03 19:14:35;Lucien L'Allier / St-Jacques;2021-06-03 19:21:57;1
des Érables / du Mont-Royal;2021-08-03 08:03:22;Marquette / du Mont-Royal;2021-08-03 08:07:05;1
5e avenue / Bannantyne;2022-07-24 15:06:10;Métro Verdun (Willibrord / de Verdun);2022-07-24 15:08:44;1
Métro Mont-Royal (Rivard / du Mont-Royal);2022-08-31 19:38:29;Laurier / de Brébeuf;2022-08-31 19:44:31;1
Guilbault / Clark;2022-07-27 19:05:06;St-Mathieu / Ste-Catherine;2022-07-27 19:31:07;0
2e avenue /centrale;2022-06-23 16:14:09;LaSalle / Crawford;2022-06-23 16:19:28;1
Édouard-Montpetit / de Stirling;2022-05-02 09:12:50;Lacombe / Victoria;2022-05-02 09:20:20;1
Gerry-Boulet / St-Grégoire;2021-08-29 18:01:52;Rachel / de Brébeuf;2021-08-29 18:18:23;1
Boyer / Rachel;2021-07-17 16:02:03;de l'Hôtel-de-Ville / Roy;2021-07-17 16:11:57;1
Sanguinet / Ontario;2021-06-17 13:09:09;Beaudry / Sherbrooke;2021-06-17 13:13:30;0
Louis-Hébert / de Bellechasse;2022-07-21 11:19:26;10e avenue / Masson;2022-07-21 11:26:50;1
Parc Olympique (Pie-IX / Sherbrooke);2022-08-28 17:47:08;Ste-Famille / Sherbrooke;2022-08-28 18:25:36;1
St-Maurice / Robert-Bourassa;2021-09-23 19:06:28;Marché Atwater;2021-09-23 19:22:20;1
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-09-01 13:04:09;Jeanne-Mance / Laurier;2022-09-01 13:08:30;0
Ropery / Augustin-Cantin;2021-09-28 14:27:15;Duvernay / Charlevoix;2021-09-28 14:31:11;1
Laval / du Mont-Royal;2021-05-01 14:24:20;Sanguinet / Ontario;2021-05-01 14:31:00;1
de Gaspé / Beaubien;2022-07-08 19:17:47;Maguire / St-Laurent;2022-07-08 19:28:11;0
Drummond / de Maisonneuve;2021-07-06 16:54:27;Montcalm / de Maisonneuve;2021-07-06 17:08:33;1
Fullum / Terrasse Mercure;2022-06-19 14:16:20;des Érables / Rachel;2022-06-19 14:19:37;1
Marché Jean-Talon (Henri-Julien / Jean-Talon);2022-09-28 17:36:15;Gary-Carter / St-Laurent;2022-09-28 17:39:21;0
Durocher / Beaumont;2022-08-29 18:09:22;Marmier / St-Denis;2022-08-29 18:17:01;1
Métro Atwater (Atwater / Ste-Catherine);2021-09-20 19:45:46;Eleanor / Ottawa;2021-09-20 20:02:56;1
Roy / St-Laurent;2022-06-02 17:54:50;McTavish / Sherbrooke;2022-06-02 18:03:25;1
Gauthier / Parthenais;2022-04-23 03:17:52;de Chambly / Rachel;2022-04-23 03:26:18;1
Grey / Sherbrooke;2022-07-27 18:01:12;Tupper / du Fort;2022-07-27 18:14:18;1
St-Charles / Thomas-Keefer;2021-10-22 14:34:27;St-Charles / Thomas-Keefer;2021-10-22 14:35:31;0
Milton / Clark;2022-06-14 21:20:32;Plessis / René-Lévesque;2022-06-14 21:31:28;1
Mackay / Ste-Catherine;2022-08-04 15:05:52;St-Urbain / de la Gauchetière;2022-08-04 15:22:12;1
HEC (Decelles / Jean-Brillant);2022-09-15 17:31:26;Atateken / du Square Amherst;2022-09-15 18:00:33;0
Bloomfield / Bernard;2022-07-09 17:12:26;Parc du Pélican (1ère avenue / Masson);2022-07-09 17:27:02;1
19e avenue / St-Zotique;2021-05-20 14:02:48;Métro St-Michel (Shaughnessy / St-Michel);2021-05-20 14:09:54;1
St-Hubert / Laurier;2021-06-26 17:42:47;Maguire / Henri-Julien;2021-06-26 17:47:40;1
4e avenue / de Verdun;2022-06-15 16:12:34;Bibliothèque de Verdun (Brown / Bannantyne);2022-06-15 16:17:35;1
de la Montagne/ Sherbrooke;2022-09-20 16:05:42;de Maisonneuve / Greene;2022-09-20 16:14:30;0
Mackay / Sainte-Catherine;2021-07-19 10:25:37;Ste-Catherine / St-Marc;2021-07-19 10:29:21;1
Turgeon / Notre-Dame;2022-06-04 21:52:25;Quesnel / Vinet;2022-06-04 21:57:50;1
Parc Labelle (LaSalle / Henri-Duhamel);2022-11-09 18:37:58;Place du Commerce;2022-11-09 18:50:09;0
Fullum / Marie-Anne;2021-05-19 21:37:08;Cartier / Marie-Anne;2021-05-19 21:39:38;1
5e avenue / Bannantyne;2021-05-28 08:29:34;Métro Verdun (Willibrord / de Verdun);2021-05-28 08:31:56;1
Drolet / Marie-Anne;2022-08-25 12:33:07;de Lanaudière / du Mont-Royal;2022-08-25 12:41:21;1
University / Milton;2021-09-10 12:32:09;de l'Esplanade / Fairmount;2021-09-10 12:53:55;1
Durocher / Sherbrooke;2022-06-02 09:23:14;St-Urbain / de la Gauchetière;2022-06-02 09:27:40;1
Gauthier / de Lorimier;2022-10-17 18:07:14;Sherbrooke / Frontenac;2022-10-17 18:11:14;0
St-André / Ste-Catherine;2022-08-05 17:08:17;de la Commune / Place Jacques-Cartier;2022-08-05 17:17:25;1
Jeanne-Mance / Laurier;2022-06-08 09:21:55;Fullum / Gilford;2022-06-08 09:32:04;1
Drolet / Marie-Anne;2022-05-09 21:49:52;Lincoln / du Fort;2022-05-09 22:12:48;1
Marquette / Gilford;2021-10-27 16:21:15;de Lanaudière / Laurier;2021-10-27 16:24:30;1
Drolet / Jarry;2022-09-08 19:09:30;Métro Mont-Royal (Rivard / du Mont-Royal);2022-09-08 19:27:17;0
Chapleau / Terrasse Mercure;2021-04-11 17:49:28;15e avenue / Masson;2021-04-11 18:12:59;1
Mackay / de Maisonneuve;2022-09-20 13:27:18;de Maisonneuve / Aylmer (ouest);2022-09-20 13:36:56;0
St-Antoine / de la Montagne;2022-10-06 21:26:00;Young / Wellington;2022-10-06 21:29:17;0
Gilford / de Brébeuf;2022-06-12 10:35:07;Boyer / Beaubien;2022-06-12 10:44:10;1
Métro Pie-IX (Pierre-de-Coubertin / de la Salle);2022-10-21 10:46:55;Fullum / Gilford;2022-10-21 11:03:19;0
Métro Rosemont (de St-Vallier / Rosemont);2021-07-05 21:56:59;Parc Père-Marquette (Chambord / Rosemont);2021-07-05 22:00:29;1
Marmier / St-Denis;2021-06-09 14:28:50;Henri-Julien / de Bellechasse;2021-06-09 14:32:30;1
de la Montagne/ Sherbrooke;2022-06-27 08:37:31;de Bleury / de Maisonneuve;2022-06-27 08:44:17;1
Métro Parc  (Hutchison / Ogilvy);2021-09-25 07:19:22;Drolet / Jarry;2021-09-25 07:28:09;1
Place d'Youville / McGill;2022-05-07 12:41:03;Métro Place-d'Armes (Viger / St-Urbain);2022-05-07 12:47:32;1
Parc du Pélican (1ère avenue / Masson);2022-07-06 12:15:08;Bennett / Pierre-de-Coubertin;2022-07-06 12:37:13;1
Parc des Hirondelles (Fleury / André-Jobin);2022-07-09 16:16:50;Parc Champdoré (Champdoré / de Lille);2022-07-09 16:20:17;1
Casgrain / Maguire;2022-07-15 12:19:37;St-Dominique / Bernard;2022-07-15 12:22:33;1
Villeneuve / de l'Hôtel-de-Ville;2021-10-15 08:58:54;Metcalfe / St-Catherine;2021-10-15 09:12:16;1
Boyer / Rosemont;2022-07-23 17:34:38;Métro Jean-Talon (Berri / Jean-Talon);2022-07-23 17:42:41;1
Boyer / Jean-Talon;2022-07-14 12:07:17;Gary-Carter / St-Laurent;2022-07-14 12:23:03;1
Fullum / Ontario;2021-04-12 08:44:16;Papineau / René-Lévesque;2021-04-12 08:53:03;1
du Parc-Lafontaine / Rachel;2022-07-04 22:42:25;St-Urbain / Beaubien;2022-07-04 23:01:46;1
Jeanne-Mance / Laurier;2022-10-28 09:38:36;Maguire / St-Laurent;2022-10-28 09:41:35;0
Montcalm / Ontario;2021-04-24 16:22:11;St-Catherine / St-Laurent;2021-04-24 16:29:25;1
de la Commune / St-Sulpice;2022-10-21 22:16:33;Bourgeoys / Favard;2022-10-21 22:33:30;0
William / St-Henri;2022-06-16 09:24:36;BAnQ (Berri / de Maisonneuve);2022-06-16 09:33:46;1
Alexandre-DeSève / Ste-Catherine;2022-09-16 15:36:55;Messier / du Mont-Royal;2022-09-16 15:52:33;0
Lucien L'Allier / St-Jacques;2021-08-21 21:40:39;Métro Lucien-L'Allier  (Lucien l'Allier / Argyle);2021-08-21 21:44:33;0
Métro Mont-Royal (Rivard / du Mont-Royal);2021-08-09 19:40:12;Mansfield / Cathcart;2021-08-09 20:02:13;1
Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési);2022-09-05 14:16:59;O'Brien / Poirier;2022-09-05 14:56:43;0
10e avenue / Masson;2022-06-11 18:33:03;Rivard / Rachel;2022-06-11 18:55:21;0
McTavish / Sherbrooke;2022-10-16 21:52:50;Prince-Arthur / du Parc;2022-10-16 21:57:19;0
Berri / Rachel;2022-07-24 16:36:58;St-Denis / Ste-Catherine;2022-07-24 16:45:44;1
Monk / Biencourt;2022-07-20 11:14:22;de la Commune / St-Sulpice;2022-07-20 11:48:12;0
10e avenue / Masson;2021-07-12 01:33:17;de Bordeaux / Gilford;2021-07-12 01:40:45;1
Métro Henri-Bourassa (Henri-Bourassa / Millen);2022-08-10 18:51:44;Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési);2022-08-10 19:04:01;1
Laurier / de Brébeuf;2022-09-02 16:33:26;Alexandre-DeSève / Ste-Catherine;2022-09-02 16:57:04;0
de l'Église / Bannantyne;2022-09-02 08:48:30;Wellington / 2e avenue;2022-09-02 08:55:00;0
Métro Charlevoix (Centre / Charlevoix);2021-08-29 08:46:05;des Bassins / du Séminaire;2021-08-29 08:52:46;1
Guilbault / Clark;2021-10-05 17:06:41;de Lanaudière / Laurier;2021-10-05 17:22:09;1
Lucien L'Allier / St-Jacques;2021-06-04 18:34:46;Durocher / Bernard;2021-06-04 20:15:59;0
de l'Esplanade / Fairmount;2022-10-24 20:36:48;Boyer / Beaubien;2022-10-24 20:46:36;0
de Bordeaux / Marie-Anne;2022-07-23 10:09:26;de Bordeaux / Marie-Anne;2022-07-23 10:10:21;1
des Érables / Dandurand;2022-04-16 16:58:13;Bélanger / St-Denis;2022-04-16 17:18:31;1
Calixa-Lavallée / Rachel;2021-09-24 21:04:43;de Mentana / Rachel;2021-09-24 21:07:07;1
Letourneux / Ste-Catherine;2022-06-25 21:16:07;Jean Langlois / Fullum;2022-06-25 21:45:41;1
Parc Ludger-Duvernay (St-André / St-Hubert);2021-06-26 10:13:10;de Bordeaux / Gilford;2021-06-26 10:20:43;1
Marché Atwater;2021-08-14 14:00:59;Young / Wellington;2021-08-14 14:45:15;1
Hutchison / des Pins;2022-10-25 20:38:51;Métro Sherbrooke (de Rigaud / St-Denis);2022-10-25 20:45:33;0
Dumesnil / Bélanger;2021-05-30 09:50:26;Valois / Ontario;2021-05-30 10:15:28;1
des Jockeys / Décarie;2022-08-12 18:03:34;Marquette / Gilford;2022-08-12 18:43:55;1
des Érables / Dandurand;2021-06-08 09:56:32;Villeneuve / St-Laurent;2021-06-08 10:14:13;1
Hickson / Wellington;2021-05-26 18:54:25;Beatty / de Verdun;2021-05-26 19:01:28;1
de Maisonneuve / Mansfield (nord);2021-08-24 18:31:10;St-André / Robin;2021-08-24 18:40:39;1
Hutchison / des Pins;2022-11-13 00:36:16;Laval / Duluth;2022-11-13 00:45:22;0
Métro Jean-Talon (Berri / Jean-Talon);2022-10-21 20:50:11;de Normanville / Villeray;2022-10-21 20:55:43;0
LaSalle / 37e avenue;2022-08-10 20:05:45;LaSalle / 80e avenue;2022-08-10 20:40:35;1
Clark / Prince-Arthur;2021-09-22 18:51:44;University / Prince-Arthur;2021-09-22 18:55:00;1
St-Dominique / Napoléon;2021-06-25 19:32:05;Atwater / Sherbrooke;2021-06-25 19:43:31;1
Drummond / Sherbrooke;2022-07-26 18:36:07;LaSalle / Crawford;2022-07-26 19:26:00;1
University / Milton;2021-11-02 15:00:42;Duluth / de l'Esplanade;2021-11-02 15:07:33;1
10e avenue / Masson;2021-08-01 23:56:56;Chabot / de Bellechasse;2021-08-02 00:07:43;1
Beaudry / Ontario;2022-05-18 21:44:57;Métro Beaudry (Montcalm / de Maisonneuve);2022-05-18 21:46:42;1
St-André / Ste-Catherine;2022-09-07 17:01:09;Beaudry / Sherbrooke;2022-09-07 17:05:44;0
Roy / St-Denis;2021-08-24 18:44:41;Square St-Louis (du Square St-Louis / Laval);2021-08-24 18:47:53;0
Jeanne-d'Arc / Ontario;2022-08-26 17:36:44;Logan / d'Iberville;2022-08-26 17:53:44;1
Métro Parc  (Hutchison / Ogilvy);2021-08-23 23:20:06;Métro Laurier (Berri / St-Joseph);2021-08-23 23:30:24;1
Cité des Arts du Cirque (Paul Boutet / des Regrattiers);2021-07-24 15:07:30;de Lanaudière / Laurier;2021-07-24 15:22:27;1
Bernard / Jeanne-Mance;2022-11-01 11:48:20;Waverly / St-Viateur;2022-11-01 11:50:42;0
41e avenue / Rosemont;2022-09-11 11:30:17;Marquette / Rachel;2022-09-11 11:47:16;0
du Mont-Royal / Clark;2021-09-27 18:58:35;McKenna / Édouard-Montpetit;2021-09-27 19:10:10;1
Hutchison / Prince-Arthur;2022-06-11 14:33:16;St-Charles / Thomas-Keefer;2022-06-11 14:55:32;1
Métro Georges-Vanier (St-Antoine / Canning);2022-05-26 16:08:35;St-Jacques / des Seigneurs;2022-05-26 16:10:21;1
Métro Papineau (Cartier / Ste-Catherine);2022-06-13 21:06:11;Logan / Fullum;2022-06-13 21:10:32;1
Métro Rosemont (de St-Vallier / Rosemont);2022-04-22 16:36:58;Métro Jean-Talon (Berri / Jean-Talon);2022-04-22 16:46:08;1
